Bit Position,Baseline Acc Drop (%),Fault-Aware Acc Drop (%),Improvement (%),Robustness Factor
0,0.07565789473682472,0.03346994535518011,55.761463530534385,2.2604726100969037
1,13.569780853517877,13.025252525252517,4.0128011951216855,1.0418055870479028
8,0.004581901489097984,0.0011778563015152343,74.2932862193178,3.8900343642969606
15,0.0,-1.1102230246251565e-14,0.0,inf
23,-1.1102230246251565e-14,-1.1102230246251565e-14,0.0,inf
