tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(3, 0, 0, 0)",0.98,conv2.weight,0.016069,-0.016069000586867332,0,0.98,0.0,relu
"(3, 0, 0, 1)",0.98,conv2.weight,-0.116629034,0.11662903428077698,0,0.98,0.0,relu
"(3, 0, 0, 2)",0.98,conv2.weight,0.053412866,-0.05341286584734917,0,0.98,0.0,relu
"(3, 0, 1, 0)",0.97,conv2.weight,-0.545564,0.5455639958381653,0,0.98,0.010000000000000009,relu
"(3, 0, 1, 1)",0.98,conv2.weight,-0.28170413,0.2817041277885437,0,0.98,0.0,relu
"(3, 0, 1, 2)",0.97,conv2.weight,-0.11182049,0.11182048916816711,0,0.98,0.010000000000000009,relu
"(3, 0, 2, 0)",0.98,conv2.weight,0.020416517,-0.020416516810655594,0,0.98,0.0,relu
"(3, 0, 2, 1)",0.97,conv2.weight,-0.10779611,0.10779611021280289,0,0.98,0.010000000000000009,relu
"(3, 0, 2, 2)",0.98,conv2.weight,0.14713325,-0.1471332460641861,0,0.98,0.0,relu
"(3, 1, 0, 0)",0.98,conv2.weight,-0.15448521,0.15448521077632904,0,0.98,0.0,relu
"(3, 1, 0, 1)",0.98,conv2.weight,0.19993043,-0.19993042945861816,0,0.98,0.0,relu
"(3, 1, 0, 2)",0.98,conv2.weight,0.037016865,-0.037016864866018295,0,0.98,0.0,relu
"(3, 1, 1, 0)",0.98,conv2.weight,-0.09095218,0.09095218032598495,0,0.98,0.0,relu
"(3, 1, 1, 1)",0.98,conv2.weight,0.09513659,-0.09513659030199051,0,0.98,0.0,relu
"(3, 1, 1, 2)",0.98,conv2.weight,0.23324391,-0.2332439124584198,0,0.98,0.0,relu
"(3, 1, 2, 0)",0.98,conv2.weight,0.35592145,-0.3559214472770691,0,0.98,0.0,relu
"(3, 1, 2, 1)",0.98,conv2.weight,-0.030107219,0.030107218772172928,0,0.98,0.0,relu
"(3, 1, 2, 2)",0.98,conv2.weight,0.019131942,-0.019131941720843315,0,0.98,0.0,relu
"(3, 2, 0, 0)",0.98,conv2.weight,-0.13017361,0.13017360866069794,0,0.98,0.0,relu
