,tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,time_per_seu_(s)
0,"(15,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,0.0033420427,-0.003342042677104473,0,-9.429069486076934
1,"(73,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,2.4449466e-05,-2.4449465854559094e-05,0,-9.429069486076934
2,"(137,)",0.7606,encoder.layers.encoder_layer_3.ln_1.bias,-0.0068812957,0.006881295703351498,0,-9.429069486076934
3,"(138,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-5.022483e-05,5.022482946515083e-05,0,-9.429069486076934
4,"(271,)",0.7606,encoder.layers.encoder_layer_3.ln_1.bias,0.020701842,-0.02070184238255024,0,-9.429069486076934
5,"(278,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-0.0009229272,0.0009229272254742682,0,-9.429069486076934
6,"(432,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-0.004771067,0.004771066829562187,0,-9.429069486076934
7,"(455,)",0.7606,encoder.layers.encoder_layer_3.ln_1.bias,-0.013466927,0.013466927222907543,0,-9.429069486076934
8,"(519,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-0.013751099,0.01375109888613224,0,-9.429069486076934
9,"(526,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-0.0041423887,0.004142388701438904,0,-9.429069486076934
10,"(571,)",0.761,encoder.layers.encoder_layer_3.ln_1.bias,-0.011674176,0.011674175970256329,0,-9.429069486076934
11,"(590,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,0.0025942696,-0.0025942695792764425,0,-9.429069486076934
12,"(664,)",0.7608,encoder.layers.encoder_layer_3.ln_1.bias,-0.0017819749,0.001781974919140339,0,-9.429069486076934
0,"(209, 32)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,0.08954837,-0.08954837173223495,0,-10.025168060374995
1,"(720, 582)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,0.0009307974,-0.0009307974250987172,0,-10.025168060374995
2,"(1143, 57)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,0.032255176,-0.032255176454782486,0,-10.025168060374995
3,"(1169, 532)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,-0.004405396,0.004405396059155464,0,-10.025168060374995
4,"(1410, 591)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,-0.03584325,0.035843249410390854,0,-10.025168060374995
5,"(1566, 604)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,0.010640414,-0.01064041443169117,0,-10.025168060374995
6,"(1908, 498)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,-0.012908865,0.01290886476635933,0,-10.025168060374995
7,"(2062, 459)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_weight,0.03689094,-0.03689093887805939,0,-10.025168060374995
0,"(37,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.1448239,-0.14482389390468597,0,-9.849767536153895
1,"(119,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.066687316,0.06668731570243835,0,-9.849767536153895
2,"(590,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.20201011,0.2020101100206375,0,-9.849767536153895
3,"(713,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.21068272,-0.2106827199459076,0,-9.849767536153895
4,"(736,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.18278709,0.18278709053993225,0,-9.849767536153895
5,"(970,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.0039835903,-0.0039835902862250805,0,-9.849767536153895
6,"(1318,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.0014673527,-0.001467352733016014,0,-9.849767536153895
7,"(1423,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.0032970887,-0.0032970886677503586,0,-9.849767536153895
8,"(1516,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.011790517,-0.011790516786277294,0,-9.849767536153895
9,"(1537,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.001947712,0.001947712036781013,0,-9.849767536153895
10,"(1760,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.0019002095,0.0019002094632014632,0,-9.849767536153895
11,"(1988,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,0.002071579,-0.002071578986942768,0,-9.849767536153895
12,"(2001,)",0.7608,encoder.layers.encoder_layer_3.self_attention.in_proj_bias,-0.00032009915,0.00032009914866648614,0,-9.849767536153895
0,"(109, 346)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.03153611,0.03153610974550247,0,-10.06259334650008
1,"(266, 122)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.0123720355,0.012372035533189774,0,-10.06259334650008
2,"(331, 587)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,0.007006182,-0.0070061818696558475,0,-10.06259334650008
3,"(362, 123)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,0.009070895,-0.009070894680917263,0,-10.06259334650008
4,"(515, 249)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.0015703263,0.0015703262761235237,0,-10.06259334650008
5,"(591, 301)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.020723525,0.020723525434732437,0,-10.06259334650008
6,"(668, 586)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.015190462,0.01519046165049076,0,-10.06259334650008
7,"(767, 265)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.weight,-0.02034116,0.020341159775853157,0,-10.06259334650008
0,"(26,)",0.7606,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.018270042,0.018270041793584824,0,-9.7657096938
1,"(72,)",0.7606,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.009339224,0.009339223615825176,0,-9.7657096938
2,"(115,)",0.7606,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.0068343845,0.006834384519606829,0,-9.7657096938
3,"(148,)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,0.0023141638,-0.002314163837581873,0,-9.7657096938
4,"(353,)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.0030431303,0.003043130272999406,0,-9.7657096938
5,"(453,)",0.7606,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.0067319283,0.006731928326189518,0,-9.7657096938
6,"(460,)",0.7606,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,0.017424522,-0.01742452196776867,0,-9.7657096938
7,"(555,)",0.7608,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,0.0034812074,-0.0034812074154615402,0,-9.7657096938
8,"(590,)",0.761,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.004891436,0.004891436081379652,0,-9.7657096938
9,"(766,)",0.7602,encoder.layers.encoder_layer_3.self_attention.out_proj.bias,-0.031182574,0.03118257410824299,0,-9.7657096938
0,"(91,)",0.7606,encoder.layers.encoder_layer_3.ln_2.weight,0.4870474,-0.487047404050827,0,-9.749919425499911
1,"(201,)",0.7618,encoder.layers.encoder_layer_3.ln_2.weight,0.44566143,-0.44566142559051514,0,-9.749919425499911
2,"(406,)",0.7608,encoder.layers.encoder_layer_3.ln_2.weight,-0.0008485655,0.0008485654834657907,0,-9.749919425499911
3,"(479,)",0.7608,encoder.layers.encoder_layer_3.ln_2.weight,0.07143431,-0.07143431156873703,0,-9.749919425499911
0,"(176,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,0.000120116965,-0.00012011696526315063,0,-9.726947395545473
1,"(284,)",0.7604,encoder.layers.encoder_layer_3.ln_2.bias,0.026141822,-0.026141822338104248,0,-9.726947395545473
2,"(313,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,0.0070720445,-0.007072044536471367,0,-9.726947395545473
3,"(452,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,2.2312746e-05,-2.2312746295938268e-05,0,-9.726947395545473
4,"(504,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,-0.004837245,0.004837245214730501,0,-9.726947395545473
5,"(526,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,-0.00010903228,0.00010903227666858584,0,-9.726947395545473
6,"(529,)",0.761,encoder.layers.encoder_layer_3.ln_2.bias,-0.030243794,0.03024379350244999,0,-9.726947395545473
7,"(548,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,0.0027283516,-0.0027283516246825457,0,-9.726947395545473
8,"(610,)",0.7606,encoder.layers.encoder_layer_3.ln_2.bias,0.01725848,-0.017258480191230774,0,-9.726947395545473
9,"(626,)",0.7608,encoder.layers.encoder_layer_3.ln_2.bias,-0.02551252,0.025512520223855972,0,-9.726947395545473
10,"(644,)",0.7604,encoder.layers.encoder_layer_3.ln_2.bias,-0.13771364,0.13771364092826843,0,-9.726947395545473
0,"(359, 307)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.010633883,-0.010633883066475391,0,-10.246743542111087
1,"(722, 589)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.014338927,-0.01433892734348774,0,-10.246743542111087
2,"(777, 477)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.0074634873,-0.007463487330824137,0,-10.246743542111087
3,"(1320, 610)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.0119904475,-0.011990447528660297,0,-10.246743542111087
4,"(1937, 517)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,-0.03424035,0.034240350127220154,0,-10.246743542111087
5,"(2022, 314)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,-0.021219062,0.02121906168758869,0,-10.246743542111087
6,"(2119, 66)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,-0.008289709,0.008289708755910397,0,-10.246743542111087
7,"(2435, 467)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.019646905,-0.01964690536260605,0,-10.246743542111087
8,"(2901, 498)",0.7608,encoder.layers.encoder_layer_3.mlp.0.weight,0.063986816,-0.06398681551218033,0,-10.246743542111087
0,"(105,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.020036547,0.020036546513438225,0,-9.800412069666688
1,"(523,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.0024450594,0.002445059362798929,0,-9.800412069666688
2,"(791,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.102828264,0.1028282642364502,0,-9.800412069666688
3,"(884,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.003626801,0.003626801073551178,0,-9.800412069666688
4,"(1040,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.0013370808,0.0013370808446779847,0,-9.800412069666688
5,"(2207,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,0.0011356998,-0.0011356998002156615,0,-9.800412069666688
6,"(2602,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.005752023,0.005752022843807936,0,-9.800412069666688
7,"(2809,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.01969768,0.019697679206728935,0,-9.800412069666688
8,"(2856,)",0.7608,encoder.layers.encoder_layer_3.mlp.0.bias,-0.01860971,0.018609710037708282,0,-9.800412069666688
0,"(125, 2819)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.037800636,-0.037800636142492294,0,-10.158495392700024
1,"(206, 3040)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,-0.0071185012,0.0071185012347996235,0,-10.158495392700024
2,"(216, 1252)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,-0.00015917665,0.00015917664859443903,0,-10.158495392700024
3,"(217, 2011)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.0071613877,-0.007161387708038092,0,-10.158495392700024
4,"(229, 761)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.0025952724,-0.0025952723808586597,0,-10.158495392700024
5,"(292, 436)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.02429833,-0.024298330768942833,0,-10.158495392700024
6,"(443, 1415)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,-0.00669028,0.006690280046314001,0,-10.158495392700024
7,"(505, 588)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.0039855,-0.0039854999631643295,0,-10.158495392700024
8,"(534, 2326)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.02202773,-0.02202772907912731,0,-10.158495392700024
9,"(675, 2669)",0.7608,encoder.layers.encoder_layer_3.mlp.3.weight,0.006798206,-0.0067982058972120285,0,-10.158495392700024
0,"(43,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.017560482,0.017560482025146484,0,-10.126369312833353
1,"(81,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,0.00014698286,-0.0001469828566769138,0,-10.126369312833353
2,"(139,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.008525577,0.008525577373802662,0,-10.126369312833353
3,"(260,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.0071510337,0.007151033729314804,0,-10.126369312833353
4,"(261,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,0.00058540446,-0.0005854044575244188,0,-10.126369312833353
5,"(310,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.0011789117,0.001178911654278636,0,-10.126369312833353
6,"(337,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,0.0016215293,-0.0016215293435379863,0,-10.126369312833353
7,"(369,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.002395774,0.0023957740049809217,0,-10.126369312833353
8,"(475,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,-0.00046430537,0.0004643053689505905,0,-10.126369312833353
9,"(565,)",0.7606,encoder.layers.encoder_layer_3.mlp.3.bias,-0.0049484386,0.004948438610881567,0,-10.126369312833353
10,"(615,)",0.7608,encoder.layers.encoder_layer_3.mlp.3.bias,0.004366597,-0.004366597160696983,0,-10.126369312833353
11,"(643,)",0.7606,encoder.layers.encoder_layer_3.mlp.3.bias,0.01328218,-0.013282179832458496,0,-10.126369312833353
0,"(19,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.0034153017,0.003415301674976945,0,-10.121167694666656
1,"(24,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,0.013131731,-0.013131731189787388,0,-10.121167694666656
2,"(139,)",0.7616,encoder.layers.encoder_layer_4.ln_1.weight,0.35825977,-0.35825976729393005,0,-10.121167694666656
3,"(355,)",0.7614,encoder.layers.encoder_layer_4.ln_1.weight,0.30085814,-0.30085813999176025,0,-10.121167694666656
4,"(404,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.0006432768,0.0006432767841033638,0,-10.121167694666656
5,"(524,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.016995046,0.01699504628777504,0,-10.121167694666656
6,"(544,)",0.7606,encoder.layers.encoder_layer_4.ln_1.weight,0.08288186,-0.082881860435009,0,-10.121167694666656
7,"(563,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.0060665924,0.006066592410206795,0,-10.121167694666656
8,"(626,)",0.7614,encoder.layers.encoder_layer_4.ln_1.weight,0.29887912,-0.29887911677360535,0,-10.121167694666656
9,"(630,)",0.76,encoder.layers.encoder_layer_4.ln_1.weight,-0.18682,0.18682000041007996,0,-10.121167694666656
10,"(649,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.0016739655,0.0016739654820412397,0,-10.121167694666656
11,"(683,)",0.76,encoder.layers.encoder_layer_4.ln_1.weight,0.32842243,-0.3284224271774292,0,-10.121167694666656
12,"(689,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,-0.0002277744,0.00022777440608479083,0,-10.121167694666656
13,"(720,)",0.7598,encoder.layers.encoder_layer_4.ln_1.weight,0.32071835,-0.32071834802627563,0,-10.121167694666656
14,"(756,)",0.7608,encoder.layers.encoder_layer_4.ln_1.weight,0.30699527,-0.3069952726364136,0,-10.121167694666656
0,"(27,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,-0.003922747,0.003922746982425451,0,-9.979850081181791
1,"(66,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,0.007479457,-0.007479457184672356,0,-9.979850081181791
2,"(86,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,-0.00020832343,0.00020832342852372676,0,-9.979850081181791
3,"(325,)",0.761,encoder.layers.encoder_layer_4.ln_1.bias,-0.037312817,0.037312816828489304,0,-9.979850081181791
4,"(436,)",0.761,encoder.layers.encoder_layer_4.ln_1.bias,0.015663102,-0.01566310226917267,0,-9.979850081181791
5,"(474,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,0.00041567456,-0.00041567455627955496,0,-9.979850081181791
6,"(547,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,-0.010944788,0.010944788344204426,0,-9.979850081181791
7,"(565,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,-0.0014652096,0.001465209643356502,0,-9.979850081181791
8,"(583,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,0.00027575853,-0.00027575853164307773,0,-9.979850081181791
9,"(603,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,-0.0029737533,0.002973753260448575,0,-9.979850081181791
10,"(758,)",0.7608,encoder.layers.encoder_layer_4.ln_1.bias,1.7253193e-06,-1.7253192936550477e-06,0,-9.979850081181791
0,"(86, 400)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.02938839,-0.029388390481472015,0,-10.15545716142859
1,"(125, 341)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.037517488,0.0375174880027771,0,-10.15545716142859
2,"(170, 651)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.05371333,-0.05371332913637161,0,-10.15545716142859
3,"(254, 582)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.005157649,0.005157649051398039,0,-10.15545716142859
4,"(465, 245)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.0067236577,-0.006723657716065645,0,-10.15545716142859
5,"(557, 413)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.017976508,0.017976507544517517,0,-10.15545716142859
6,"(565, 558)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.001884513,0.001884512952528894,0,-10.15545716142859
7,"(1076, 627)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.05523283,0.055232830345630646,0,-10.15545716142859
8,"(1157, 550)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.07029608,0.07029607892036438,0,-10.15545716142859
9,"(1216, 60)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.040117137,-0.040117137134075165,0,-10.15545716142859
10,"(1480, 74)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.030944929,-0.030944928526878357,0,-10.15545716142859
11,"(1569, 133)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.003984451,-0.003984450828284025,0,-10.15545716142859
12,"(1600, 126)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,0.0057666986,-0.005766698624938726,0,-10.15545716142859
13,"(1648, 649)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_weight,-0.011478279,0.011478278785943985,0,-10.15545716142859
0,"(71,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,0.07478202,-0.07478202134370804,0,-10.010780847333308
1,"(109,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.056306083,0.056306082755327225,0,-10.010780847333308
2,"(124,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.02674971,0.026749709621071815,0,-10.010780847333308
3,"(316,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.06817419,0.06817419081926346,0,-10.010780847333308
4,"(674,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,0.10041151,-0.10041151195764542,0,-10.010780847333308
5,"(1104,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.03496182,0.034961819648742676,0,-10.010780847333308
6,"(1122,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.011818352,0.011818352155387402,0,-10.010780847333308
7,"(1205,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.008501586,0.008501585572957993,0,-10.010780847333308
8,"(1566,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.0044463803,0.00444638030603528,0,-10.010780847333308
9,"(1987,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,-0.0008967089,0.0008967089233919978,0,-10.010780847333308
10,"(2088,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,0.0051591787,-0.005159178748726845,0,-10.010780847333308
11,"(2100,)",0.7608,encoder.layers.encoder_layer_4.self_attention.in_proj_bias,0.00054182374,-0.0005418237415142357,0,-10.010780847333308
0,"(84, 113)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.0068916986,-0.0068916985765099525,0,-10.285363309444518
1,"(92, 397)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.0044087498,-0.0044087497517466545,0,-10.285363309444518
2,"(157, 71)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.017845187,-0.017845187336206436,0,-10.285363309444518
3,"(205, 677)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,-0.0037553841,0.003755384124815464,0,-10.285363309444518
4,"(318, 417)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.0024065962,-0.0024065962061285973,0,-10.285363309444518
5,"(337, 107)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.0007376706,-0.0007376705761998892,0,-10.285363309444518
6,"(337, 622)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.024105148,-0.024105148389935493,0,-10.285363309444518
7,"(607, 651)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,0.018487383,-0.01848738268017769,0,-10.285363309444518
8,"(703, 493)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.weight,-0.00666276,0.006662759929895401,0,-10.285363309444518
0,"(20,)",0.761,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0088872695,0.008887269534170628,0,-9.982080159799988
1,"(129,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0013177528,0.0013177527580410242,0,-9.982080159799988
2,"(187,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.01065227,0.010652270168066025,0,-9.982080159799988
3,"(254,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0034337165,0.003433716483414173,0,-9.982080159799988
4,"(409,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-1.6708145e-05,1.670814526733011e-05,0,-9.982080159799988
5,"(439,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0019076817,0.0019076816970482469,0,-9.982080159799988
6,"(454,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.001961183,0.0019611830357462168,0,-9.982080159799988
7,"(479,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0071084695,0.007108469493687153,0,-9.982080159799988
8,"(482,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0005378659,0.0005378659116104245,0,-9.982080159799988
9,"(490,)",0.7612,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.045246996,0.045246995985507965,0,-9.982080159799988
10,"(615,)",0.7606,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.015062956,0.015062956139445305,0,-9.982080159799988
11,"(657,)",0.761,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0077079977,0.007707997690886259,0,-9.982080159799988
12,"(667,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,-0.0006576428,0.000657642784062773,0,-9.982080159799988
13,"(672,)",0.7608,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,2.45317e-05,-2.4531700546504e-05,0,-9.982080159799988
14,"(690,)",0.761,encoder.layers.encoder_layer_4.self_attention.out_proj.bias,0.010184747,-0.01018474716693163,0,-9.982080159799988
0,"(10,)",0.7604,encoder.layers.encoder_layer_4.ln_2.weight,0.49011052,-0.49011051654815674,0,-9.888696146444495
1,"(56,)",0.7606,encoder.layers.encoder_layer_4.ln_2.weight,0.31017223,-0.3101722300052643,0,-9.888696146444495
2,"(93,)",0.7608,encoder.layers.encoder_layer_4.ln_2.weight,-0.026343131,0.026343131437897682,0,-9.888696146444495
3,"(108,)",0.7604,encoder.layers.encoder_layer_4.ln_2.weight,0.5229661,-0.5229660868644714,0,-9.888696146444495
4,"(192,)",0.7608,encoder.layers.encoder_layer_4.ln_2.weight,0.32471335,-0.3247133493423462,0,-9.888696146444495
5,"(239,)",0.76,encoder.layers.encoder_layer_4.ln_2.weight,0.4704689,-0.4704689085483551,0,-9.888696146444495
6,"(500,)",0.7608,encoder.layers.encoder_layer_4.ln_2.weight,0.0057843644,-0.00578436441719532,0,-9.888696146444495
7,"(583,)",0.7608,encoder.layers.encoder_layer_4.ln_2.weight,0.073769294,-0.07376929372549057,0,-9.888696146444495
8,"(686,)",0.7608,encoder.layers.encoder_layer_4.ln_2.weight,0.1291371,-0.1291370987892151,0,-9.888696146444495
0,"(89,)",0.7614,encoder.layers.encoder_layer_4.ln_2.bias,0.21417065,-0.2141706496477127,0,-9.969202799714237
1,"(172,)",0.7608,encoder.layers.encoder_layer_4.ln_2.bias,-0.0013630866,0.00136308663059026,0,-9.969202799714237
2,"(271,)",0.7606,encoder.layers.encoder_layer_4.ln_2.bias,-0.07434096,0.07434096187353134,0,-9.969202799714237
3,"(313,)",0.7608,encoder.layers.encoder_layer_4.ln_2.bias,0.037185945,-0.037185944616794586,0,-9.969202799714237
4,"(400,)",0.7608,encoder.layers.encoder_layer_4.ln_2.bias,-0.0002514266,0.00025142659433186054,0,-9.969202799714237
5,"(578,)",0.7608,encoder.layers.encoder_layer_4.ln_2.bias,-0.005839525,0.005839524790644646,0,-9.969202799714237
6,"(702,)",0.7608,encoder.layers.encoder_layer_4.ln_2.bias,-0.011589409,0.011589408852159977,0,-9.969202799714237
0,"(111, 266)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,0.018903904,-0.018903903663158417,0,-10.501524303714307
1,"(583, 377)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,-0.017374944,0.01737494394183159,0,-10.501524303714307
2,"(1163, 295)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,-0.020438425,0.02043842524290085,0,-10.501524303714307
3,"(1633, 387)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,-0.056463752,0.05646375194191933,0,-10.501524303714307
4,"(1890, 382)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,0.0114160525,-0.011416052468121052,0,-10.501524303714307
5,"(1908, 436)",0.7608,encoder.layers.encoder_layer_4.mlp.0.weight,0.04961538,-0.04961537942290306,0,-10.501524303714307
