,tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,time_per_seu_(s)
7,"(1114, 744)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,-0.054091115,0.054091114550828934,0,-10.066468989133378
8,"(1181, 214)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,0.006021107,-0.006021107081323862,0,-10.066468989133378
9,"(1259, 518)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,0.05423064,-0.054230641573667526,0,-10.066468989133378
10,"(1630, 426)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,0.029985456,-0.02998545579612255,0,-10.066468989133378
11,"(1655, 250)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,-0.002058584,0.0020585840102285147,0,-10.066468989133378
12,"(1713, 742)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,-0.021455104,0.021455103531479836,0,-10.066468989133378
13,"(1824, 452)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,0.02092289,-0.020922889932990074,0,-10.066468989133378
14,"(2300, 209)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_weight,0.009051313,-0.009051312692463398,0,-10.066468989133378
0,"(122,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.048373945,-0.04837394505739212,0,-9.82499599021425
1,"(171,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.06582835,-0.0658283531665802,0,-9.82499599021425
2,"(228,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,-0.03745577,0.03745577111840248,0,-9.82499599021425
3,"(267,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.036546007,-0.0365460067987442,0,-9.82499599021425
4,"(1000,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.023861904,-0.023861903697252274,0,-9.82499599021425
5,"(1051,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,-0.01229755,0.012297550216317177,0,-9.82499599021425
6,"(1369,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,-0.0024536233,0.002453623339533806,0,-9.82499599021425
7,"(1388,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.007702392,-0.0077023920603096485,0,-9.82499599021425
8,"(1431,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.014370602,-0.014370601624250412,0,-9.82499599021425
9,"(1701,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,-0.009837762,0.009837762452661991,0,-9.82499599021425
10,"(1825,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.00832714,-0.008327139541506767,0,-9.82499599021425
11,"(1855,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.008654457,-0.008654456585645676,0,-9.82499599021425
12,"(1859,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,0.0011102215,-0.001110221492126584,0,-9.82499599021425
13,"(1963,)",0.7608,encoder.layers.encoder_layer_6.self_attention.in_proj_bias,-0.0018504139,0.0018504138570278883,0,-9.82499599021425
0,"(15, 663)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,-0.013529239,0.013529239222407341,0,-10.046822718428562
1,"(23, 374)",0.761,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,0.08962583,-0.08962582796812057,0,-10.046822718428562
2,"(305, 253)",0.7606,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,-0.10105761,0.10105761140584946,0,-10.046822718428562
3,"(387, 334)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,-0.015778685,0.015778684988617897,0,-10.046822718428562
4,"(405, 596)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,-0.0034842612,0.0034842612221837044,0,-10.046822718428562
5,"(585, 252)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,0.014507483,-0.014507482759654522,0,-10.046822718428562
6,"(624, 180)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.weight,-0.00091627194,0.0009162719361484051,0,-10.046822718428562
0,"(190,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,0.0023167687,-0.0023167687468230724,0,-9.85673616093336
1,"(203,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0009703853,0.0009703853284008801,0,-9.85673616093336
2,"(213,)",0.7606,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,0.029566517,-0.02956651709973812,0,-9.85673616093336
3,"(330,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,0.0013658871,-0.0013658871175721288,0,-9.85673616093336
4,"(349,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0123641975,0.01236419752240181,0,-9.85673616093336
5,"(401,)",0.7604,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,0.013503574,-0.013503573834896088,0,-9.85673616093336
6,"(454,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0010170295,0.001017029513604939,0,-9.85673616093336
7,"(487,)",0.7606,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.02247063,0.022470630705356598,0,-9.85673616093336
8,"(531,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.002163287,0.0021632870193570852,0,-9.85673616093336
9,"(548,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0031328837,0.0031328836921602488,0,-9.85673616093336
10,"(550,)",0.7612,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.028485466,0.028485465794801712,0,-9.85673616093336
11,"(561,)",0.7606,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0145652415,0.014565241523087025,0,-9.85673616093336
12,"(649,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0015442715,0.0015442714793607593,0,-9.85673616093336
13,"(727,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.012169946,0.012169945985078812,0,-9.85673616093336
14,"(728,)",0.7608,encoder.layers.encoder_layer_6.self_attention.out_proj.bias,-0.0039642993,0.003964299336075783,0,-9.85673616093336
0,"(8,)",0.7612,encoder.layers.encoder_layer_6.ln_2.weight,0.4374554,-0.4374553859233856,0,-9.851749880857044
1,"(97,)",0.7604,encoder.layers.encoder_layer_6.ln_2.weight,0.50036865,-0.5003686547279358,0,-9.851749880857044
2,"(110,)",0.7608,encoder.layers.encoder_layer_6.ln_2.weight,0.010703302,-0.01070330198854208,0,-9.851749880857044
3,"(201,)",0.7616,encoder.layers.encoder_layer_6.ln_2.weight,0.47886148,-0.4788614809513092,0,-9.851749880857044
4,"(433,)",0.7606,encoder.layers.encoder_layer_6.ln_2.weight,0.5634522,-0.5634521842002869,0,-9.851749880857044
5,"(494,)",0.7608,encoder.layers.encoder_layer_6.ln_2.weight,-0.027741011,0.02774101123213768,0,-9.851749880857044
6,"(717,)",0.7606,encoder.layers.encoder_layer_6.ln_2.weight,0.24305688,-0.24305687844753265,0,-9.851749880857044
0,"(84,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,-0.024940332,0.024940332397818565,0,-9.869858303750107
1,"(278,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,-0.024562469,0.024562468752264977,0,-9.869858303750107
2,"(372,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,-0.05853432,0.05853432044386864,0,-9.869858303750107
3,"(428,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,-0.0005181201,0.000518120126798749,0,-9.869858303750107
4,"(446,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,-0.0124721695,0.01247216947376728,0,-9.869858303750107
5,"(596,)",0.7612,encoder.layers.encoder_layer_6.ln_2.bias,0.07523861,-0.07523860782384872,0,-9.869858303750107
6,"(603,)",0.7608,encoder.layers.encoder_layer_6.ln_2.bias,0.23068842,-0.2306884229183197,0,-9.869858303750107
7,"(701,)",0.7602,encoder.layers.encoder_layer_6.ln_2.bias,-0.1935676,0.19356760382652283,0,-9.869858303750107
0,"(412, 600)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.016831473,-0.016831472516059875,0,-10.29058605455551
1,"(443, 357)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.013196948,-0.013196947984397411,0,-10.29058605455551
2,"(661, 676)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.017882962,-0.01788296177983284,0,-10.29058605455551
3,"(1119, 120)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,-0.008379549,0.008379548788070679,0,-10.29058605455551
4,"(1144, 467)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.017733408,-0.017733408138155937,0,-10.29058605455551
5,"(2311, 243)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.0045877025,-0.004587702453136444,0,-10.29058605455551
6,"(2368, 707)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,0.018395716,-0.018395716324448586,0,-10.29058605455551
7,"(2466, 92)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,-0.02648373,0.026483729481697083,0,-10.29058605455551
8,"(2531, 310)",0.7608,encoder.layers.encoder_layer_6.mlp.0.weight,-0.0363962,0.03639620169997215,0,-10.29058605455551
0,"(103,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.035218522,0.03521852195262909,0,-9.90869528430012
1,"(606,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.013987643,0.013987642712891102,0,-9.90869528430012
2,"(973,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.020094808,0.02009480819106102,0,-9.90869528430012
3,"(1137,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.039576825,0.03957682475447655,0,-9.90869528430012
4,"(1395,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.015304755,0.015304755419492722,0,-9.90869528430012
5,"(1602,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.013142236,0.013142235577106476,0,-9.90869528430012
6,"(1845,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.040080104,0.040080104023218155,0,-9.90869528430012
7,"(1934,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.032897826,0.03289782628417015,0,-9.90869528430012
8,"(2597,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,-0.020081382,0.020081382244825363,0,-9.90869528430012
9,"(3050,)",0.7608,encoder.layers.encoder_layer_6.mlp.0.bias,0.0011986434,-0.0011986433528363705,0,-9.90869528430012
0,"(8, 1185)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.008790051,-0.008790050633251667,0,-10.158571048785754
1,"(96, 654)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.0316585,-0.03165850043296814,0,-10.158571048785754
2,"(174, 2319)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.006086514,0.006086513865739107,0,-10.158571048785754
3,"(215, 254)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.0104899695,-0.01048996951431036,0,-10.158571048785754
4,"(322, 2206)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.0382293,-0.03822930157184601,0,-10.158571048785754
5,"(409, 2964)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.0013460695,0.001346069504506886,0,-10.158571048785754
6,"(413, 2142)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.0056912526,-0.005691252648830414,0,-10.158571048785754
7,"(445, 2470)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.008200054,0.008200054056942463,0,-10.158571048785754
8,"(484, 557)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.020996556,0.02099655568599701,0,-10.158571048785754
9,"(575, 117)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.02378048,0.02378048002719879,0,-10.158571048785754
10,"(594, 360)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.028591888,0.028591888025403023,0,-10.158571048785754
11,"(741, 561)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,-0.0021710035,0.0021710034925490618,0,-10.158571048785754
12,"(745, 2882)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.014521468,-0.014521468430757523,0,-10.158571048785754
13,"(751, 2335)",0.7608,encoder.layers.encoder_layer_6.mlp.3.weight,0.013668454,-0.013668454252183437,0,-10.158571048785754
0,"(225,)",0.7606,encoder.layers.encoder_layer_6.mlp.3.bias,0.0042065266,-0.004206526558846235,0,-9.858571786200264
1,"(396,)",0.7608,encoder.layers.encoder_layer_6.mlp.3.bias,0.0024405767,-0.0024405766744166613,0,-9.858571786200264
2,"(535,)",0.7608,encoder.layers.encoder_layer_6.mlp.3.bias,0.002533861,-0.002533860970288515,0,-9.858571786200264
3,"(550,)",0.7608,encoder.layers.encoder_layer_6.mlp.3.bias,-0.01052935,0.0105293495580554,0,-9.858571786200264
4,"(678,)",0.7608,encoder.layers.encoder_layer_6.mlp.3.bias,-0.0011682111,0.0011682111071422696,0,-9.858571786200264
0,"(27,)",0.7608,encoder.layers.encoder_layer_7.ln_1.weight,0.23321159,-0.23321159183979034,0,-9.879585126624988
1,"(446,)",0.7606,encoder.layers.encoder_layer_7.ln_1.weight,0.25886917,-0.2588691711425781,0,-9.879585126624988
2,"(450,)",0.7606,encoder.layers.encoder_layer_7.ln_1.weight,0.39654598,-0.39654597640037537,0,-9.879585126624988
3,"(459,)",0.7606,encoder.layers.encoder_layer_7.ln_1.weight,0.38049003,-0.3804900348186493,0,-9.879585126624988
4,"(575,)",0.7598,encoder.layers.encoder_layer_7.ln_1.weight,0.43788567,-0.43788567185401917,0,-9.879585126624988
5,"(578,)",0.761,encoder.layers.encoder_layer_7.ln_1.weight,0.1529237,-0.15292370319366455,0,-9.879585126624988
6,"(700,)",0.7616,encoder.layers.encoder_layer_7.ln_1.weight,0.37019423,-0.3701942265033722,0,-9.879585126624988
7,"(747,)",0.7608,encoder.layers.encoder_layer_7.ln_1.weight,-0.01584282,0.015842819586396217,0,-9.879585126624988
0,"(532,)",0.7608,encoder.layers.encoder_layer_7.ln_1.bias,-0.003072247,0.0030722469091415405,0,-9.839621795000008
1,"(630,)",0.7604,encoder.layers.encoder_layer_7.ln_1.bias,-0.026802938,0.02680293843150139,0,-9.839621795000008
2,"(665,)",0.7608,encoder.layers.encoder_layer_7.ln_1.bias,-0.00020281559,0.00020281558681745082,0,-9.839621795000008
0,"(260, 35)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,0.015178981,-0.015178981237113476,0,-10.19264430710009
1,"(342, 265)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.022929318,0.022929318249225616,0,-10.19264430710009
2,"(547, 347)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.02710871,0.027108710259199142,0,-10.19264430710009
3,"(931, 675)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,0.007217926,-0.007217925973236561,0,-10.19264430710009
4,"(1413, 50)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.00837298,0.008372980169951916,0,-10.19264430710009
5,"(1955, 40)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,0.02960691,-0.029606910422444344,0,-10.19264430710009
6,"(1989, 406)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.0141659,0.014165899716317654,0,-10.19264430710009
7,"(2128, 476)",0.761,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,0.057902418,-0.057902418076992035,0,-10.19264430710009
8,"(2188, 507)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.027127493,0.027127493172883987,0,-10.19264430710009
9,"(2283, 127)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_weight,-0.024177264,0.02417726442217827,0,-10.19264430710009
0,"(42,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,-0.041613795,0.04161379486322403,0,-9.8372821540001
1,"(258,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,-0.02965006,0.029650060459971428,0,-9.8372821540001
2,"(395,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,0.074171625,-0.07417162507772446,0,-9.8372821540001
3,"(856,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,0.0027567274,-0.0027567273937165737,0,-9.8372821540001
4,"(868,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,-0.025632953,0.0256329532712698,0,-9.8372821540001
5,"(1271,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,0.011645364,-0.01164536364376545,0,-9.8372821540001
6,"(1364,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,-0.00095559895,0.0009555989527143538,0,-9.8372821540001
7,"(1417,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,0.0009669032,-0.0009669031715020537,0,-9.8372821540001
8,"(1707,)",0.7608,encoder.layers.encoder_layer_7.self_attention.in_proj_bias,-0.0015449694,0.0015449693892151117,0,-9.8372821540001
0,"(2, 638)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.029508777,-0.02950877696275711,0,-9.96896234954544
1,"(53, 56)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.0070395153,-0.0070395153015851974,0,-9.96896234954544
2,"(129, 246)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.045054782,-0.045054782181978226,0,-9.96896234954544
3,"(253, 42)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,-0.0040692063,0.004069206304848194,0,-9.96896234954544
4,"(471, 317)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.016972225,-0.016972225159406662,0,-9.96896234954544
5,"(544, 488)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,-0.0043769223,0.004376922268420458,0,-9.96896234954544
6,"(634, 473)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.0040072016,-0.004007201641798019,0,-9.96896234954544
7,"(675, 127)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,-0.038312063,0.03831206262111664,0,-9.96896234954544
8,"(685, 654)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,0.012124222,-0.01212422177195549,0,-9.96896234954544
9,"(718, 488)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,-0.022396399,0.022396398708224297,0,-9.96896234954544
10,"(753, 697)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.weight,-0.029548861,0.02954886108636856,0,-9.96896234954544
0,"(107,)",0.761,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,-0.009727027,0.009727027267217636,0,-9.883479175500119
1,"(484,)",0.761,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,-0.014311303,0.01431130338460207,0,-9.883479175500119
2,"(545,)",0.761,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,-0.004325344,0.004325344227254391,0,-9.883479175500119
3,"(580,)",0.7606,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,-0.009590571,0.00959057081490755,0,-9.883479175500119
4,"(604,)",0.761,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,-0.019239381,0.019239380955696106,0,-9.883479175500119
5,"(721,)",0.7608,encoder.layers.encoder_layer_7.self_attention.out_proj.bias,0.006949119,-0.0069491188041865826,0,-9.883479175500119
0,"(34,)",0.7604,encoder.layers.encoder_layer_7.ln_2.weight,-0.16705647,0.16705647110939026,0,-9.919301107142928
1,"(98,)",0.7604,encoder.layers.encoder_layer_7.ln_2.weight,0.539422,-0.5394219756126404,0,-9.919301107142928
2,"(200,)",0.7602,encoder.layers.encoder_layer_7.ln_2.weight,0.66291934,-0.6629193425178528,0,-9.919301107142928
3,"(212,)",0.761,encoder.layers.encoder_layer_7.ln_2.weight,0.32055724,-0.32055723667144775,0,-9.919301107142928
4,"(227,)",0.761,encoder.layers.encoder_layer_7.ln_2.weight,0.65177786,-0.6517778635025024,0,-9.919301107142928
5,"(281,)",0.761,encoder.layers.encoder_layer_7.ln_2.weight,0.26087922,-0.2608792185783386,0,-9.919301107142928
6,"(375,)",0.7602,encoder.layers.encoder_layer_7.ln_2.weight,0.6265484,-0.6265484094619751,0,-9.919301107142928
7,"(435,)",0.7612,encoder.layers.encoder_layer_7.ln_2.weight,0.61755085,-0.6175508499145508,0,-9.919301107142928
8,"(466,)",0.7608,encoder.layers.encoder_layer_7.ln_2.weight,-0.05422491,0.05422490835189819,0,-9.919301107142928
9,"(468,)",0.7606,encoder.layers.encoder_layer_7.ln_2.weight,0.18285689,-0.18285688757896423,0,-9.919301107142928
10,"(548,)",0.761,encoder.layers.encoder_layer_7.ln_2.weight,0.6467088,-0.6467087864875793,0,-9.919301107142928
11,"(551,)",0.7608,encoder.layers.encoder_layer_7.ln_2.weight,-0.036878534,0.03687853366136551,0,-9.919301107142928
12,"(715,)",0.7608,encoder.layers.encoder_layer_7.ln_2.weight,0.287848,-0.28784799575805664,0,-9.919301107142928
13,"(738,)",0.7612,encoder.layers.encoder_layer_7.ln_2.weight,0.35871524,-0.3587152361869812,0,-9.919301107142928
0,"(38,)",0.7608,encoder.layers.encoder_layer_7.ln_2.bias,-0.16675845,0.1667584478855133,0,-9.8515087768889
1,"(163,)",0.7606,encoder.layers.encoder_layer_7.ln_2.bias,0.039593942,-0.03959394246339798,0,-9.8515087768889
2,"(170,)",0.7608,encoder.layers.encoder_layer_7.ln_2.bias,0.10773139,-0.10773138701915741,0,-9.8515087768889
3,"(246,)",0.7606,encoder.layers.encoder_layer_7.ln_2.bias,-0.07012501,0.07012501358985901,0,-9.8515087768889
4,"(337,)",0.7608,encoder.layers.encoder_layer_7.ln_2.bias,-0.0016586119,0.0016586119309067726,0,-9.8515087768889
5,"(379,)",0.7608,encoder.layers.encoder_layer_7.ln_2.bias,-0.018234938,0.018234938383102417,0,-9.8515087768889
6,"(425,)",0.7604,encoder.layers.encoder_layer_7.ln_2.bias,0.04795045,-0.04795045033097267,0,-9.8515087768889
7,"(529,)",0.7604,encoder.layers.encoder_layer_7.ln_2.bias,-0.060461942,0.06046194210648537,0,-9.8515087768889
8,"(615,)",0.7608,encoder.layers.encoder_layer_7.ln_2.bias,-0.057905577,0.05790557712316513,0,-9.8515087768889
0,"(79, 217)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.00852885,0.00852885004132986,0,-10.17767159869226
1,"(84, 688)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.054298412,-0.054298412054777145,0,-10.17767159869226
2,"(806, 529)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.007585435,-0.007585435174405575,0,-10.17767159869226
3,"(1012, 529)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.0022217485,-0.0022217484656721354,0,-10.17767159869226
4,"(1302, 560)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.030536836,-0.0305368360131979,0,-10.17767159869226
5,"(1409, 220)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.02414782,0.024147819727659225,0,-10.17767159869226
6,"(1943, 94)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.0031977997,0.0031977996695786715,0,-10.17767159869226
7,"(2071, 336)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.025165293,-0.025165293365716934,0,-10.17767159869226
8,"(2153, 523)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.047147643,-0.04714764282107353,0,-10.17767159869226
9,"(2303, 85)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.0073406054,0.007340605370700359,0,-10.17767159869226
10,"(2487, 446)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,0.06533373,-0.06533373147249222,0,-10.17767159869226
11,"(2660, 527)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.06268819,0.0626881867647171,0,-10.17767159869226
12,"(2966, 93)",0.7608,encoder.layers.encoder_layer_7.mlp.0.weight,-0.016991304,0.016991304233670235,0,-10.17767159869226
0,"(61,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.018653443,0.018653443083167076,0,-9.875426863899884
1,"(142,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.013280449,0.01328044943511486,0,-9.875426863899884
2,"(274,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.02411684,0.024116840213537216,0,-9.875426863899884
3,"(734,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.02422473,0.02422473020851612,0,-9.875426863899884
4,"(1001,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.024851287,0.02485128678381443,0,-9.875426863899884
5,"(2191,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.016470635,0.016470635309815407,0,-9.875426863899884
6,"(2303,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.028125051,0.02812505140900612,0,-9.875426863899884
7,"(2341,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.022351114,0.022351114079356194,0,-9.875426863899884
8,"(2608,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.02217812,0.02217812091112137,0,-9.875426863899884
9,"(2864,)",0.7608,encoder.layers.encoder_layer_7.mlp.0.bias,-0.026497595,0.026497595012187958,0,-9.875426863899884
0,"(2, 148)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.02232952,0.02232952043414116,0,-10.209745360916713
1,"(51, 1834)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.017178087,0.017178086563944817,0,-10.209745360916713
2,"(192, 973)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.0076976684,0.007697668392211199,0,-10.209745360916713
3,"(284, 60)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,0.060725763,-0.06072576344013214,0,-10.209745360916713
4,"(298, 51)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,0.006939447,-0.006939447019249201,0,-10.209745360916713
5,"(298, 518)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.053490814,0.053490813821554184,0,-10.209745360916713
6,"(335, 617)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,0.019553607,-0.01955360732972622,0,-10.209745360916713
7,"(577, 869)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,0.009433822,-0.009433821775019169,0,-10.209745360916713
8,"(700, 189)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,0.04114712,-0.04114712029695511,0,-10.209745360916713
9,"(704, 177)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.014450621,0.014450620859861374,0,-10.209745360916713
10,"(709, 2313)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.0029440068,0.0029440068174153566,0,-10.209745360916713
11,"(744, 473)",0.7608,encoder.layers.encoder_layer_7.mlp.3.weight,-0.04993064,0.049930639564991,0,-10.209745360916713
0,"(12,)",0.7608,encoder.layers.encoder_layer_7.mlp.3.bias,0.0033919807,-0.0033919806592166424,0,-9.854894657899967
1,"(75,)",0.7608,encoder.layers.encoder_layer_7.mlp.3.bias,0.0003278044,-0.0003278043877799064,0,-9.854894657899967
2,"(99,)",0.7608,encoder.layers.encoder_layer_7.mlp.3.bias,0.0027633097,-0.0027633097488433123,0,-9.854894657899967
3,"(147,)",0.7608,encoder.layers.encoder_layer_7.mlp.3.bias,0.00020667982,-0.00020667981880251318,0,-9.854894657899967
