tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(0, 1, 1, 2)",0.95,conv2.weight,-0.08906891,0.08906891196966171,0,0.95,0.0,rrelu
"(0, 1, 2, 0)",0.95,conv2.weight,0.20823193,-0.20823192596435547,0,0.95,0.0,rrelu
"(0, 1, 2, 1)",0.95,conv2.weight,-0.030528223,0.030528223142027855,0,0.95,0.0,rrelu
"(0, 1, 2, 2)",0.95,conv2.weight,0.018549286,-0.01854928582906723,0,0.95,0.0,rrelu
"(0, 2, 0, 0)",0.93,conv2.weight,-0.372385,0.3723849952220917,0,0.95,0.019999999999999907,rrelu
"(0, 2, 0, 1)",0.93,conv2.weight,-0.42039376,0.42039376497268677,0,0.95,0.019999999999999907,rrelu
"(0, 2, 0, 2)",0.96,conv2.weight,0.16792193,-0.16792193055152893,0,0.95,-0.010000000000000009,rrelu
"(0, 2, 1, 0)",0.94,conv2.weight,-0.1078614,0.10786139965057373,0,0.95,0.010000000000000009,rrelu
"(0, 2, 1, 1)",0.93,conv2.weight,-0.49619874,0.49619874358177185,0,0.95,0.019999999999999907,rrelu
"(0, 2, 1, 2)",0.96,conv2.weight,0.24463114,-0.24463114142417908,0,0.95,-0.010000000000000009,rrelu
"(0, 2, 2, 0)",0.94,conv2.weight,-0.362891,0.36289098858833313,0,0.95,0.010000000000000009,rrelu
"(0, 2, 2, 1)",0.95,conv2.weight,-0.08578865,0.08578865230083466,0,0.95,0.0,rrelu
"(0, 2, 2, 2)",0.93,conv2.weight,0.12939759,-0.12939758598804474,0,0.95,0.019999999999999907,rrelu
"(0, 3, 0, 0)",0.91,conv2.weight,-0.38257247,0.3825724720954895,0,0.95,0.039999999999999925,rrelu
"(0, 3, 0, 1)",0.96,conv2.weight,0.15194775,-0.1519477516412735,0,0.95,-0.010000000000000009,rrelu
"(0, 3, 0, 2)",0.94,conv2.weight,0.4188033,-0.41880330443382263,0,0.95,0.010000000000000009,rrelu
"(0, 3, 1, 0)",0.93,conv2.weight,-0.43706033,0.43706032633781433,0,0.95,0.019999999999999907,rrelu
"(0, 3, 1, 1)",0.95,conv2.weight,-0.05522799,0.055227991193532944,0,0.95,0.0,rrelu
"(0, 3, 1, 2)",0.94,conv2.weight,0.11955385,-0.11955384910106659,0,0.95,0.010000000000000009,rrelu
"(0, 3, 2, 0)",0.94,conv2.weight,0.012894817,-0.01289481669664383,0,0.95,0.010000000000000009,rrelu
"(0, 3, 2, 1)",0.94,conv2.weight,0.15129007,-0.15129007399082184,0,0.95,0.010000000000000009,rrelu
"(0, 3, 2, 2)",0.93,conv2.weight,0.067130834,-0.06713083386421204,0,0.95,0.019999999999999907,rrelu
"(1, 0, 0, 0)",0.95,conv2.weight,-0.3309118,0.330911785364151,0,0.95,0.0,rrelu
"(1, 0, 0, 1)",0.95,conv2.weight,-0.022118153,0.022118153050541878,0,0.95,0.0,rrelu
"(1, 0, 0, 2)",0.95,conv2.weight,-0.18977027,0.18977026641368866,0,0.95,0.0,rrelu
"(1, 0, 1, 0)",0.95,conv2.weight,-0.13173833,0.1317383348941803,0,0.95,0.0,rrelu
"(1, 0, 1, 1)",0.95,conv2.weight,-0.058446318,0.05844631791114807,0,0.95,0.0,rrelu
"(1, 0, 1, 2)",0.95,conv2.weight,-0.3721123,0.37211230397224426,0,0.95,0.0,rrelu
"(1, 0, 2, 0)",0.94,conv2.weight,0.08941147,-0.08941146731376648,0,0.95,0.010000000000000009,rrelu
"(1, 0, 2, 1)",0.95,conv2.weight,0.039273415,-0.03927341476082802,0,0.95,0.0,rrelu
"(1, 0, 2, 2)",0.94,conv2.weight,0.060980137,-0.060980137437582016,0,0.95,0.010000000000000009,rrelu
"(1, 1, 0, 0)",0.94,conv2.weight,0.077036895,-0.07703689485788345,0,0.95,0.010000000000000009,rrelu
"(1, 1, 0, 1)",0.95,conv2.weight,-0.21927609,0.2192760854959488,0,0.95,0.0,rrelu
"(1, 1, 0, 2)",0.94,conv2.weight,-0.19142751,0.19142751395702362,0,0.95,0.010000000000000009,rrelu
"(1, 1, 1, 0)",0.95,conv2.weight,-0.23257966,0.23257966339588165,0,0.95,0.0,rrelu
"(1, 1, 1, 1)",0.95,conv2.weight,-0.0062479945,0.006247994489967823,0,0.95,0.0,rrelu
"(1, 1, 1, 2)",0.95,conv2.weight,-0.18815379,0.18815378844738007,0,0.95,0.0,rrelu
"(1, 1, 2, 0)",0.95,conv2.weight,-0.13858713,0.1385871320962906,0,0.95,0.0,rrelu
"(1, 1, 2, 1)",0.93,conv2.weight,0.11609805,-0.11609804630279541,0,0.95,0.019999999999999907,rrelu
"(1, 1, 2, 2)",0.94,conv2.weight,0.032515686,-0.03251568600535393,0,0.95,0.010000000000000009,rrelu
"(1, 2, 0, 0)",0.95,conv2.weight,-0.052332364,0.05233236402273178,0,0.95,0.0,rrelu
"(1, 2, 0, 1)",0.94,conv2.weight,0.29008165,-0.290081650018692,0,0.95,0.010000000000000009,rrelu
"(1, 2, 0, 2)",0.93,conv2.weight,0.1953356,-0.19533559679985046,0,0.95,0.019999999999999907,rrelu
"(1, 2, 1, 0)",0.95,conv2.weight,-0.021536786,0.02153678610920906,0,0.95,0.0,rrelu
"(1, 2, 1, 1)",0.94,conv2.weight,0.098233156,-0.09823315590620041,0,0.95,0.010000000000000009,rrelu
"(1, 2, 1, 2)",0.95,conv2.weight,-0.10173417,0.10173416882753372,0,0.95,0.0,rrelu
"(1, 2, 2, 0)",0.95,conv2.weight,-0.037574828,0.037574827671051025,0,0.95,0.0,rrelu
"(1, 2, 2, 1)",0.95,conv2.weight,0.05057223,-0.0505722314119339,0,0.95,0.0,rrelu
"(1, 2, 2, 2)",0.95,conv2.weight,-0.16233593,0.16233593225479126,0,0.95,0.0,rrelu
"(1, 3, 0, 0)",0.94,conv2.weight,0.22999525,-0.2299952507019043,0,0.95,0.010000000000000009,rrelu
"(1, 3, 0, 1)",0.93,conv2.weight,0.122467406,-0.12246740609407425,0,0.95,0.019999999999999907,rrelu
"(1, 3, 0, 2)",0.95,conv2.weight,0.35211673,-0.35211673378944397,0,0.95,0.0,rrelu
"(1, 3, 1, 0)",0.94,conv2.weight,0.019743359,-0.019743358716368675,0,0.95,0.010000000000000009,rrelu
"(1, 3, 1, 1)",0.95,conv2.weight,0.00014055101,-0.00014055101200938225,0,0.95,0.0,rrelu
"(1, 3, 1, 2)",0.94,conv2.weight,0.23668452,-0.23668451607227325,0,0.95,0.010000000000000009,rrelu
"(1, 3, 2, 0)",0.95,conv2.weight,-0.082667515,0.0826675146818161,0,0.95,0.0,rrelu
"(1, 3, 2, 1)",0.95,conv2.weight,-0.09661735,0.09661734849214554,0,0.95,0.0,rrelu
"(1, 3, 2, 2)",0.95,conv2.weight,-0.06644499,0.066444993019104,0,0.95,0.0,rrelu
"(2, 0, 0, 0)",0.95,conv2.weight,0.11155421,-0.11155421286821365,0,0.95,0.0,rrelu
"(2, 0, 0, 1)",0.95,conv2.weight,0.07120928,-0.07120928168296814,0,0.95,0.0,rrelu
"(2, 0, 0, 2)",0.95,conv2.weight,0.27002305,-0.27002304792404175,0,0.95,0.0,rrelu
"(2, 0, 1, 0)",0.94,conv2.weight,-0.03298728,0.03298728168010712,0,0.95,0.010000000000000009,rrelu
"(2, 0, 1, 1)",0.93,conv2.weight,-0.21097282,0.21097281575202942,0,0.95,0.019999999999999907,rrelu
"(2, 0, 1, 2)",0.95,conv2.weight,-0.29304332,0.293043315410614,0,0.95,0.0,rrelu
"(2, 0, 2, 0)",0.91,conv2.weight,-0.5526435,0.5526434779167175,0,0.95,0.039999999999999925,rrelu
"(2, 0, 2, 1)",0.94,conv2.weight,-0.31982225,0.3198222517967224,0,0.95,0.010000000000000009,rrelu
"(2, 0, 2, 2)",0.93,conv2.weight,-0.46523592,0.4652359187602997,0,0.95,0.019999999999999907,rrelu
"(2, 1, 0, 0)",0.95,conv2.weight,0.12204808,-0.12204807996749878,0,0.95,0.0,rrelu
"(2, 1, 0, 1)",0.94,conv2.weight,0.19959503,-0.19959503412246704,0,0.95,0.010000000000000009,rrelu
"(2, 1, 0, 2)",0.93,conv2.weight,0.3540625,-0.3540624976158142,0,0.95,0.019999999999999907,rrelu
"(2, 1, 1, 0)",0.94,conv2.weight,-0.016321937,0.016321936622262,0,0.95,0.010000000000000009,rrelu
