tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(0, 0, 2, 1)",0.95,conv2.weight,-0.13647734,0.13647733628749847,0,0.95,0.0,gelu
"(0, 0, 2, 2)",0.96,conv2.weight,-0.06996308,0.06996308267116547,0,0.95,-0.010000000000000009,gelu
"(0, 1, 0, 0)",0.94,conv2.weight,-0.6170838,0.6170837879180908,0,0.95,0.010000000000000009,gelu
"(0, 1, 0, 1)",0.95,conv2.weight,0.36143476,-0.3614347577095032,0,0.95,0.0,gelu
"(0, 1, 0, 2)",0.96,conv2.weight,-0.31614086,0.3161408603191376,0,0.95,-0.010000000000000009,gelu
"(0, 1, 1, 0)",0.95,conv2.weight,-0.018400267,0.018400266766548157,0,0.95,0.0,gelu
"(0, 1, 1, 1)",0.95,conv2.weight,-0.0036307424,0.0036307424306869507,0,0.95,0.0,gelu
"(0, 1, 1, 2)",0.95,conv2.weight,0.25085393,-0.25085392594337463,0,0.95,0.0,gelu
"(0, 1, 2, 0)",0.95,conv2.weight,0.15144576,-0.15144576132297516,0,0.95,0.0,gelu
"(0, 1, 2, 1)",0.95,conv2.weight,0.11954107,-0.11954107135534286,0,0.95,0.0,gelu
"(0, 1, 2, 2)",0.94,conv2.weight,-0.19167529,0.19167529046535492,0,0.95,0.010000000000000009,gelu
"(0, 2, 0, 0)",0.96,conv2.weight,-0.08925239,0.08925238996744156,0,0.95,-0.010000000000000009,gelu
"(0, 2, 0, 1)",0.95,conv2.weight,0.09127555,-0.09127555042505264,0,0.95,0.0,gelu
"(0, 2, 0, 2)",0.91,conv2.weight,0.6647599,-0.6647598743438721,0,0.95,0.039999999999999925,gelu
"(0, 2, 1, 0)",0.95,conv2.weight,-0.631418,0.631417989730835,0,0.95,0.0,gelu
"(0, 2, 1, 1)",0.95,conv2.weight,-0.083152294,0.08315229415893555,0,0.95,0.0,gelu
"(0, 2, 1, 2)",0.97,conv2.weight,-0.343091,0.3430910110473633,0,0.95,-0.020000000000000018,gelu
"(0, 2, 2, 0)",0.95,conv2.weight,-0.06409249,0.0640924870967865,0,0.95,0.0,gelu
"(0, 2, 2, 1)",0.94,conv2.weight,-0.32806075,0.32806074619293213,0,0.95,0.010000000000000009,gelu
"(0, 2, 2, 2)",0.96,conv2.weight,-0.14362314,0.14362314343452454,0,0.95,-0.010000000000000009,gelu
"(0, 3, 0, 0)",0.94,conv2.weight,0.15311828,-0.1531182825565338,0,0.95,0.010000000000000009,gelu
"(0, 3, 0, 1)",0.94,conv2.weight,0.10835609,-0.10835608839988708,0,0.95,0.010000000000000009,gelu
"(0, 3, 0, 2)",0.94,conv2.weight,-0.26901424,0.26901423931121826,0,0.95,0.010000000000000009,gelu
"(0, 3, 1, 0)",0.95,conv2.weight,-0.13266934,0.1326693445444107,0,0.95,0.0,gelu
"(0, 3, 1, 1)",0.95,conv2.weight,-0.11946322,0.11946322023868561,0,0.95,0.0,gelu
"(0, 3, 1, 2)",0.94,conv2.weight,-0.07605966,0.07605966180562973,0,0.95,0.010000000000000009,gelu
"(0, 3, 2, 0)",0.95,conv2.weight,0.4779517,-0.47795170545578003,0,0.95,0.0,gelu
"(0, 3, 2, 1)",0.95,conv2.weight,0.24497078,-0.24497078359127045,0,0.95,0.0,gelu
"(0, 3, 2, 2)",0.95,conv2.weight,0.0021011916,-0.0021011915523558855,0,0.95,0.0,gelu
"(1, 0, 0, 0)",0.93,conv2.weight,0.2940589,-0.2940588891506195,0,0.95,0.019999999999999907,gelu
"(1, 0, 0, 1)",0.93,conv2.weight,0.36804888,-0.36804887652397156,0,0.95,0.019999999999999907,gelu
"(1, 0, 0, 2)",0.94,conv2.weight,0.14693426,-0.14693425595760345,0,0.95,0.010000000000000009,gelu
"(1, 0, 1, 0)",0.94,conv2.weight,0.02547493,-0.025474930182099342,0,0.95,0.010000000000000009,gelu
"(1, 0, 1, 1)",0.95,conv2.weight,-0.15681583,0.15681582689285278,0,0.95,0.0,gelu
"(1, 0, 1, 2)",0.95,conv2.weight,-0.44290248,0.44290247559547424,0,0.95,0.0,gelu
"(1, 0, 2, 0)",0.96,conv2.weight,-0.3249064,0.3249064087867737,0,0.95,-0.010000000000000009,gelu
"(1, 0, 2, 1)",0.96,conv2.weight,-0.6371702,0.6371701955795288,0,0.95,-0.010000000000000009,gelu
"(1, 0, 2, 2)",0.94,conv2.weight,-0.6020368,0.6020367741584778,0,0.95,0.010000000000000009,gelu
"(1, 1, 0, 0)",0.93,conv2.weight,0.49540272,-0.4954027235507965,0,0.95,0.019999999999999907,gelu
"(1, 1, 0, 1)",0.93,conv2.weight,0.41727677,-0.4172767698764801,0,0.95,0.019999999999999907,gelu
"(1, 1, 0, 2)",0.94,conv2.weight,0.017174514,-0.01717451401054859,0,0.95,0.010000000000000009,gelu
"(1, 1, 1, 0)",0.96,conv2.weight,-0.5022627,0.5022627115249634,0,0.95,-0.010000000000000009,gelu
"(1, 1, 1, 1)",0.95,conv2.weight,-0.2838889,0.28388890624046326,0,0.95,0.0,gelu
"(1, 1, 1, 2)",0.95,conv2.weight,0.052345768,-0.05234576761722565,0,0.95,0.0,gelu
"(1, 1, 2, 0)",0.94,conv2.weight,0.41262212,-0.4126221239566803,0,0.95,0.010000000000000009,gelu
"(1, 1, 2, 1)",0.94,conv2.weight,0.22567852,-0.22567851841449738,0,0.95,0.010000000000000009,gelu
"(1, 1, 2, 2)",0.95,conv2.weight,-0.13329554,0.13329553604125977,0,0.95,0.0,gelu
"(1, 2, 0, 0)",0.93,conv2.weight,0.123383135,-0.12338313460350037,0,0.95,0.019999999999999907,gelu
"(1, 2, 0, 1)",0.94,conv2.weight,0.06487649,-0.064876489341259,0,0.95,0.010000000000000009,gelu
"(1, 2, 0, 2)",0.94,conv2.weight,0.21402684,-0.21402683854103088,0,0.95,0.010000000000000009,gelu
"(1, 2, 1, 0)",0.94,conv2.weight,0.013230156,-0.013230156153440475,0,0.95,0.010000000000000009,gelu
"(1, 2, 1, 1)",0.94,conv2.weight,0.021864373,-0.021864373236894608,0,0.95,0.010000000000000009,gelu
"(1, 2, 1, 2)",0.94,conv2.weight,0.22353964,-0.22353963553905487,0,0.95,0.010000000000000009,gelu
"(1, 2, 2, 0)",0.96,conv2.weight,-0.5445113,0.5445113182067871,0,0.95,-0.010000000000000009,gelu
"(1, 2, 2, 1)",0.95,conv2.weight,-0.55289423,0.5528942346572876,0,0.95,0.0,gelu
"(1, 2, 2, 2)",0.95,conv2.weight,-0.5107654,0.5107653737068176,0,0.95,0.0,gelu
"(1, 3, 0, 0)",0.95,conv2.weight,-0.15144353,0.15144352614879608,0,0.95,0.0,gelu
"(1, 3, 0, 1)",0.95,conv2.weight,-0.41205645,0.41205644607543945,0,0.95,0.0,gelu
"(1, 3, 0, 2)",0.95,conv2.weight,-0.44472408,0.44472408294677734,0,0.95,0.0,gelu
"(1, 3, 1, 0)",0.95,conv2.weight,-0.61973137,0.6197313666343689,0,0.95,0.0,gelu
"(1, 3, 1, 1)",0.95,conv2.weight,-0.23369443,0.2336944341659546,0,0.95,0.0,gelu
"(1, 3, 1, 2)",0.94,conv2.weight,-0.5062971,0.5062971115112305,0,0.95,0.010000000000000009,gelu
"(1, 3, 2, 0)",0.95,conv2.weight,0.018611625,-0.018611624836921692,0,0.95,0.0,gelu
"(1, 3, 2, 1)",0.95,conv2.weight,-0.13408256,0.13408255577087402,0,0.95,0.0,gelu
"(1, 3, 2, 2)",0.96,conv2.weight,-0.7770708,0.7770708203315735,0,0.95,-0.010000000000000009,gelu
